DATAFLOW,AREA_REF,FREQ,INDICADOR,UNIDAD,NTRAB,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTAS_INDICADOR,DECIMALS,NOTAS,FUENTE,MULT
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2024-M12,110.30143502944955,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M01,112.53994884740496,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M02,112.33753814631174,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M03,113.12468796893457,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M04,113.4066896358498,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M05,113.61396089796924,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M06,114.42410831635893,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M07,114.86285814819898,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M08,115.01002352210517,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M09,115.44859388879074,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M10,115.48173640278506,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M11,115.95238351613439,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2025-M12,116.52021495708284,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2026-M01,117.31486153251906,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2026-M02,117.46333040660569,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,IX,ENTSIZE3,2026-M03,118.17001792462607,,Valor provisional,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M01,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M02,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M03,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M04,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M05,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M06,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M07,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M08,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M09,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M10,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M11,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2023-M12,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M01,6.10575125025552,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M02,6.16119272829434,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M03,6.634459616869304,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M04,6.554649758186137,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M05,6.873860744906279,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M06,7.167973399594696,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M07,7.924508314351275,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M08,8.18509359594415,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M09,7.820420770031955,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M10,7.929773788628314,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M11,7.950960440286603,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2024-M12,6.913606363859803,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M01,7.941112886325796,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M02,8.24263998555752,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M03,7.813817432620884,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M04,7.52062446611792,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M05,7.528663263211799,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M06,7.032744050819195,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M07,6.207521040602959,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M08,6.041027842375701,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M09,5.5045370321233245,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M10,5.573157681419305,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M11,5.814554796458626,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2025-M12,5.637986419644436,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2026-M01,4.242860187886266,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2026-M02,4.562849021684956,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_NTRAB(1.0),_T,M,IR2023,VAR12,ENTSIZE3,2026-M03,4.459972483704888,,Valor provisional,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
