DATAFLOW,AREA_REF,FREQ,INDICADOR,UNIDAD,CIUO,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTAS_INDICADOR,DECIMALS,NOTAS,FUENTE,MULT
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2024-M12,109.204909388021,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M01,111.27687918254361,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M02,111.52260945806628,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M03,112.23329154899002,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M04,112.44239991361988,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M05,112.66827049669344,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M06,113.39671106363842,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M07,114.06846340780272,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M08,114.15179478843227,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M09,114.44051842816057,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M10,114.6957460811673,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M11,114.91847845428086,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2025-M12,115.57212606219731,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2026-M01,115.88231557595213,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2026-M02,116.64244332018747,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_2,2026-M03,116.98949309727517,,Valor provisional,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M01,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M02,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M03,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M04,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M05,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M06,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M07,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M08,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M09,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M10,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M11,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2023-M12,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M01,9.061916920243673,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M02,8.093955670144194,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M03,8.52210176421908,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M04,8.46452486809035,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M05,7.905050746005182,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M06,8.380988829882963,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M07,12.41137775423653,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M08,12.745338077206792,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M09,11.036294688803427,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M10,11.38230512670868,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M11,11.926482386292081,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2024-M12,11.12590949463257,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M01,11.985422854817273,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M02,12.985482087637546,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M03,12.316591444291847,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M04,11.845980578860305,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M05,11.64046618309591,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M06,11.271649835626562,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M07,7.4907465913040205,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M08,7.4768622031257115,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M09,6.5245955834058345,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M10,6.594139465602811,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M11,6.909104442331437,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2025-M12,6.559254008892568,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2026-M01,5.8820647117241665,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2026-M02,5.419213820573909,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_9,2026-M03,6.466476428869727,,Valor provisional,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M01,98.3812667604192,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M02,97.07967834506205,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M03,98.15109234334884,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M04,99.18627438565117,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M05,99.07020483453982,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M06,100.09827218065801,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M07,100.61983729073872,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M08,100.60574140105784,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M09,101.49741512940666,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M10,101.46009540061978,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M11,101.54381977437556,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2023-M12,102.30630215412242,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M01,102.69875467863577,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M02,102.75888107881845,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M03,104.0460892688816,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M04,104.50242344273957,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M05,105.3544575096362,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M06,106.04116543178334,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M07,106.68791547506693,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M08,106.88403370323933,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M09,107.59527083044277,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M10,107.78546445118691,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M11,108.32463924459513,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2024-M12,108.27934673961222,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M01,109.7806024998889,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M02,110.3183085345913,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M03,109.89437774459603,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M04,109.3701456755589,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M05,109.7455025391845,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M06,110.40503415791125,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M07,111.17648388140464,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M08,111.77314078764597,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M09,111.9517126936935,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M10,112.40993572367472,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M11,112.61322022474475,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2025-M12,113.96373732673065,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2026-M01,114.37193969642725,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2026-M02,114.91924488086472,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_1,2026-M03,115.65561297968432,,Valor provisional,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M01,99.69550255272682,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M02,97.19934354282043,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M03,95.96007647949487,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M04,95.98803735941082,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M05,98.06823910275182,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M06,101.88634207464342,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M07,101.39053900462528,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M08,100.20926973876786,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M09,102.31887775982088,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M10,101.89589086938622,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M11,100.67021374982423,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2023-M12,104.71766776572737,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M01,105.70923855597188,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M02,104.32227547945978,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M03,105.1290266156831,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M04,105.37087361066892,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M05,105.1392983738797,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M06,108.03598164644224,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M07,111.45657431525316,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M08,113.52941687150745,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M09,114.76220632308315,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M10,115.6444343804255,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M11,115.34232772870857,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2024-M12,117.74398728997579,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M01,118.9152582677994,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M02,116.80610807314764,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M03,117.92449993493686,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M04,120.4745583891508,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M05,119.89177931185455,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M06,120.54927928377833,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M07,121.90993972106976,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M08,121.91241904641026,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M09,123.58061950569221,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M10,124.05550935695804,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M11,123.44718115865999,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2025-M12,126.14006656585133,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2026-M01,127.17908278265946,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2026-M02,123.21460876756936,,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,IX,CIUO_5B,2026-M03,124.30061162551466,,Valor provisional,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M01,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M02,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M03,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M04,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M05,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M06,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M07,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M08,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M09,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M10,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M11,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2023-M12,,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M01,9.677740649972133,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M02,7.905746345944764,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M03,9.566756810595422,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M04,9.810723334629046,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M05,9.284034480654846,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M06,9.520603581240849,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M07,14.745881818670403,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M08,14.069572392952502,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M09,11.435339913803055,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M10,11.228465651064589,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
CL01:DF_IR2023_CIUO(1.0),_T,M,IR2023,VAR12,CIUO_5A,2024-M11,10.34519946791248,R,,2,,Encuesta Mensual de Remuneraciones y Costos Laborales,0
